Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions,14,0,3700,8198.222501285532,1678.9872800000012,19200.280693999957,315.7857142857143,0.2133644444855442,0.0,8800,9500,14000,17000,18000,19000,19000,19000,19000,19000,19000
,Aggregated,14,0,3700,8198.222501285532,1678.9872800000012,19200.280693999957,315.7857142857143,0.2133644444855442,0.0,8800,9500,14000,17000,18000,19000,19000,19000,19000,19000,19000
