1788891667.590,2.925,13.526,53
1788891670.842,2.926,16.778,67
1788891681.180,2.662,11.439,51
1788891685.578,3.304,32.509,131
1788891689.777,9.368,16.568,35
1788891692.752,8.758,37.690,131
1788891699.135,2.066,7.248,35
1788891699.922,3.703,12.871,51
1788891710.204,1.679,26.998,130
